date,1a. open (USD),1b. open (USD),2a. high (USD),2b. high (USD),3a. low (USD),3b. low (USD),4a. close (USD),4b. close (USD),5. volume,6. market cap (USD)
2022-12-10,286.1,286.1,289.9,289.9,285.7,285.7,288.2,288.2,148922.633,148922.633
2022-12-09,290.4,290.4,292.0,292.0,284.4,284.4,286.0,286.0,308418.725,308418.725
2022-12-08,284.2,284.2,292.0,292.0,282.4,282.4,290.4,290.4,281655.085,281655.085
2022-12-07,290.2,290.2,290.9,290.9,281.1,281.1,284.2,284.2,361435.528,361435.528
2022-12-06,288.5,288.5,290.8,290.8,286.5,286.5,290.2,290.2,247911.347,247911.347
2022-12-05,291.8,291.8,297.2,297.2,286.1,286.1,288.4,288.4,294958.79,294958.79
2022-12-04,290.4,290.4,292.8,292.8,287.4,287.4,291.8,291.8,244356.783,244356.783
2022-12-03,293.4,293.4,294.4,294.4,289.0,289.0,290.4,290.4,234377.055,234377.055
2022-12-02,292.3,292.3,293.9,293.9,285.4,285.4,293.4,293.4,364102.285,364102.285
2022-12-01,300.6,300.6,302.0,302.0,290.0,290.0,292.3,292.3,798867.735,798867.735
2022-11-30,295.4,295.4,305.5,305.5,292.5,292.5,300.6,300.6,467009.694,467009.694
2022-11-29,293.5,293.5,305.3,305.3,289.0,289.0,295.4,295.4,422502.385,422502.385
2022-11-28,307.7,307.7,309.6,309.6,286.6,286.6,293.5,293.5,603763.83,603763.83
